	Heart	Liver	Ovary	Testis	lung	Adrenal	Gallbladder	Pancreas	Kidney	esophagus	colon	Rectum	urinary_bladder	prostate	placenta
SHROOM4	0	0	1.14	0	0	0	0	0	1.27	0	0	0	0	0	0
DENND4B	0	0	0	0	0	0	0	0	0	0	1.61	0	0	0	0
C9orf84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRDM15	0	0	1.11	1.15	0	0	0	1.67	0	0	0	0	0	0	0
ALK	0	0	1.06	0	0	0	0	0	0	0	0	0	1.04	1.19	1.77
KIAA0922	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17	0
TRPM1	0	0	1.03	0	0	0	0	0	0	0	1.44	0	0	1.15	0
CDH23	0	0	1.01	0	0	0.66	0	0	0	0	0	0	0	0	0
THSD7A	0	0	1.01	2.11	0	1.32	0	0	0	0	0	0	0	2.26	0
QSER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STRCP1	0	0	0.97	0	0	0	0	0	0	0	0	0	0	0	0
DDX60L	0	0	0	0.99	0	0	0	0	0	0	0	0	0	0	0
SLX4	0	0	0	0.98	0	0	1.39	0	1.05	0	0	0	0	0	0
FER1L4	0	0	0	0.97	0	0	0	0	0	0	0	0	0	0	3.11
CSMD3	0	0	0	0.48	0	0	0	0	0	0.85	0	0	0	0	0
SETD1B	0	0	0.9	0	0	0	0	1.35	0	0	0	1.26	0.88	0	0
CACNA1F	0	0	0.85	0	0	0	0	0	0	1.56	1.19	0	0	0	0
MED12L	0	0	0	0	0	0	0	0	0	0	0	1.09	0	0	0
PCNX	0	0	0.72	0	0	0	0	0	0	0	0	0	0	0	0
CHD6	0	0	0.61	1.92	0	0	0	0	0	0	0	0	0	0.68	0
DCHS2	0	0	0	0	0	0	0.86	0.88	0	0	0	0	0	0	0
PKHD1L1	0	0	0	0	0	0	0	0	0	0	0	0	0.79	0	0
SSPO	0	0	0.34	0.71	0	0	0	0.52	0	0	0.48	0	0.34	0	0
USH2A	0	0	0.33	0	0	0	0	0.98	0	0	0	0	0	0	0
CYR61	0	0	0	0	0	0	6.61	0	0	0	0	0	0	0	0
OVGP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHLDA1	0	0	0	0	0	0	0	0	0	0	5.85	0	0	0	0
NPY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CST1	0	0	0	0	0	178.86	0	0	0	0	0	0	33.59	12.76	0
TKTL1	0	0	289.68	722.84	0	0	0	0	0	0	0	0	0	0	0
CMA1	0	0	240.02	292.81	271.25	0	955.63	330.81	7.68	1009.72	828.22	1256.01	913.24	719.53	0
SEPT14	0	0	164.82	292.57	0	0	0	0	0	0	0	0	0	0	0
NDP	0	0	149.47	77.83	0	0	0	0	0	0	0	0	0	69.52	0
CST4	0	0	0	0	0	105.45	0	0	0	0	0	0	0	51.6	0
CXCL10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RARRES1	0	0	0	0	0	0	16.69	0	0	0	0	15.74	0	50.27	0
KLK10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGB8	0	0	0	2.28	0	0	0	0	0	0	0	0	0	0	0
CDRT15	0	0	0	75.6	0	0	0	0	0	0	0	0	0	0	0
CRB2	0	0	0	0	0	0	0	0	0	0	0	0	1.37	0	2.33
KLK5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHST3	0	0	0	3.57	0	0	0	0	0	0	0	0	0	0	0
KLHL10	0	0	0	59.44	0	0	0	0	0	0	0	0	0	0	0
SLC15A2	0	0	0	4.77	0	0	0	0	0	0	0	0	0	2.56	0
ITLN1	0	0	0	0	65.23	0	39.73	0	0	9.86	398.92	539.53	0	0	0
MIA	0	0	0	0	39.3	0	0	0	0	0	0	0	0	0	0
KAL1	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0
DEFB103A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLGN3	0	0	0	2.08	0	0	0	0	0	0	0	0	0	2.23	0
KKLC1	0	0	0	45.79	0	0	0	0	0	0	0	0	0	0	0
NAT8L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPOCK2	0	0	0	8.34	0	20.89	0	0	0	0	0	0	0	0	0
PLEKHB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIDE1	0	0	0	39.42	0	0	0	0	0	0	0	0	0	0	0
TGFB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMRTB1	0	0	0	37.73	0	0	0	0	0	0	0	7.24	0	0	0
FKBP6	0	0	0	36.71	0	0	0	0	0	0	0	0	0	0	0
DKKL1	0	0	0	36.13	0	0	0	0	0	0	0	0	0	0	0
DYNLRB2	0	0	0	35.96	0	0	0	0	0	0	0	0	0	0	0
PACRGL	0	0	0	35.94	0	0	0	0	0	0	0	0	0	0	0
LYZL1	0	0	0	35.15	0	0	0	0	0	0	0	0	0	0	0
ADAD2	0	0	0	34.76	0	0	0	4.57	0	0	0	0	0	0	0
ATP5L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLC3	0	0	0	0	25.37	0	24.72	0	0	0	0	23.31	0	0	0
IGLC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARFRP1	0	0	0	17.26	0	0	0	37.47	0	0	0	0	0	0	0
C3orf79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF113B	0	0	0	32.29	15.72	0	0	0	5.79	0	0	0	0	0	0
RSPH9	0	0	0	31.18	0	0	0	0	0	0	0	0	0	0	0
MGAT5	0	0	0	2.31	0	0	0	3.34	0	0	0	0	0	0	0
H2AFB1	0	0	0	30.74	0	0	0	0	0	0	0	0	0	0	0
OCC1	0	0	0	30.46	0	38.12	43.36	88.18	0	0	0	0	0	97.94	0
GAGE12H	0	0	0	30.2	0	0	0	0	0	0	0	0	0	0	0
GAGE3	0	0	0	30.17	0	0	0	0	0	0	0	0	0	0	0
SPESP1	0	0	0	30.08	0	0	0	0	0	0	0	0	0	0	0
POLD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCFL5	0	0	0	29.63	0	0	0	0	0	0	0	0	0	0	0
IZUMO4	0	0	0	29.45	0	9.21	0	0	0	0	0	0	0	0	0
CHRDL1	0	0	0	0	5.57	0	5.43	0	0	0	0	0	0	0	0
PIP5K1B	0	0	0	28.78	0	0	0	0	0	0	4.31	0	0	0	0
TP53TG5	0	0	0	28.68	0	0	0	0	0	0	0	0	0	0	0
HILPDA	0	0	0	28.08	0	0	0	0	0	0	0	0	0	0	0
CAMKK1	0	0	0	28.01	0	8.77	0	0	0	6.19	4.72	0	3.29	0	0
F8	0	0	0	0	0	0	0	0	0.79	0	0	0	0.69	0	0
PPP1R35	0	0	0	27.93	0	0	0	0	0	0	0	0	0	0	0
H2AFJ	0	0	0	27.84	0	0	0	60.45	0	0	0	112.13	0	0	0
TSPY2	0	0	0	27.8	0	0	0	0	0	0	0	0	0	0	0
CT45A5	0	0	0	27.69	0	0	0	0	0	0	0	0	0	0	0
LSMD1	0	0	0	0	0	0	0	20.9	0	0	0	0	0	0	0
NUDT18	0	0	0	27.48	0	0	0	7.96	0	0	0	0	0	17.68	0
TUBA8	0	0	0	27.27	0	0	5.55	0	0	0	0	0	0	0	0
PIH1D2	0	0	0	27.14	0	0	0	0	0	0	0	0	0	0	0
WFDC6	0	0	0	26.68	0	0	0	0	0	0	0	0	0	0	0
DRGX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNQ9165/PRO28630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFT20	0	0	0	25.54	0	0	0	18.49	0	0	0	0	0	0	0
NPPB	0	0	0	0	0	0	0	0	0	0	17.87	17.79	0	14.2	0
BEX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN3	0	0	0	25.03	0	0	0	0	0	0	0	0	0	0	0
GPC2	0	0	0	24.85	0	0	0	0	0	0	0	0	2.92	3.33	0
ITM2C	0	0	0	0	0	0	0	0	0	0	43.53	8.67	0	6.92	0
LYPD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR2A	0	0	0	24.5	0	0	0	0	0	259.8	0	32.89	0	0	0
KATNA1	0	0	0	24.41	0	0	0	0	0	0	0	4.68	0	0	0
SPATA6	0	0	0	24.4	0	0	0	0	0	0	0	0	0	0	0
IFRG15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD17B	0	0	0	24.23	0	0	0	0	0	0	0	0	0	6.49	0
EQTN	0	0	0	23.77	0	0	0	0	0	0	0	0	5.59	0	0
GALNT16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96
ANKRD45	0	0	0	6.13	0	0	0	0	0	0	0	0	0	0	0
ID4	0	0	0	23.48	0	0	0	0	0	0	0	0	0	0	0
STX1B	0	0	0	23.48	0	0	0	0	0	0	23.75	0	5.52	6.29	0
ELAVL4	0	0	0	23.36	0	17.54	0	0	0	0	0	0	0	0	0
TTC7A	0	0	0	0	2.96	2.54	2.89	2.94	0	0	0	0	0	0	0
S100A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR16	0	0	0	22.86	0	0	0	0	0	0	0	0	0	0	0
MLLT10	0	0	0	22.39	0	0	0	0	0	0	0	0	0	0	0
RNF11	0	0	0	22.37	0	0	0	0	0	0	0	0	0	0	0
RAB1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HORMAD2	0	0	0	22.12	0	0	0	0	0	0	0	0	0	0	0
PEX7	0	0	0	21.75	0	0	0	0	0	0	7.33	0	0	0	0
FAM122B	0	0	0	21.74	0	0	0	0	0	0	0	0	0	0	0
GAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYOZ3	0	0	0	21.56	0	0	0	0	0	0	0	0	0	0	0
SPINK2	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
LASS1	0	0	0	20.98	0	0	0	0	0	0	0	0	0	0	0
HSF5	0	0	0	20.93	0	0	0	0	0	0	0	0	0	0	0
CTSV	0	0	0	20.91	0	0	0	0	0	0	0	0	4.92	0	0
PMCH	0	0	0	20.89	0	0	0	0	0	0	0	0	9.82	0	0
WDR60	0	0	0	20.7	0	0	0	0	0	0	0	0	0	0	0
AQP5	0	0	0	20.69	0	0	0	0	0	0	0	0	0	0	0
PPP1R32	0	0	0	20.63	0	0	0	0	0	0	0	0	0	0	0
FAM177B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APH1B	0	0	0	20.57	0	0	0	0	0	0	0	0	0	0	0
BRMS1	0	0	0	20.57	0	0	0	0	0	0	0	9.21	0	0	0
MTF2	0	0	0	20.36	0	0	0	0	0	0	0	0	0	0	0
CXorf48	0	0	0	20.15	0	0	0	0	0	0	0	0	0	0	0
TBC1D21	0	0	0	19.9	0	0	0	0	0	0	0	0	0	0	0
TMEM31	0	0	0	19.7	0	0	0	0	0	0	0	0	0	0	0
TMCO2	0	0	0	19.45	0	0	0	0	0	0	0	0	0	0	0
MID1IP1	0	0	0	19.32	0	0	0	41.95	0	0	0	0	0	0	0
CCP110	0	0	0	18.93	2.51	0	0	0	0	0	0	0	0	1.84	0
TSSK1B	0	0	0	18.76	0	0	0	0	0	0	0	0	0	0	0
DNAJC6	0	0	0	0	0	2.44	0	0	0	0	0	0	0	0	3.13
CDCA8	0	0	0	18.69	0	0	0	0	0	0	0	0	0	0	0
FAM89B	0	0	0	0	0	0	0	0	0	0	0	0	9.11	10.38	0
GAL	0	0	0	0	0	0	0	0	0	0	59.35	19.7	0	62.9	0
CT45A2	0	0	0	18.32	0	0	13.04	0	0	0	0	0	0	0	0
CCR8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCL1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIC3	0	0	0	4.75	0	0	0	0	5.11	0	0	0	4.47	0	0
FAM154A	0	0	0	17.86	0	0	0	0	0	0	0	0	0	0	5.72
DCAF4L2	0	0	0	17.84	0	0	0	0	0	0	0	0	0	0	0
FLJ20306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPHK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN4	0	0	0	17.47	0	0	0	0	0	0	0	0	0	0	0
PRM3	0	0	0	17.37	0	0	0	0	0	0	0	0	0	0	0
TEKT5	0	0	0	17.33	0	0	0	0	0	0	0	0	0	0	0
CHI3L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL9	0	0	0	17.11	0	0	0	0	0	0	0	0	0	0	0
C1orf213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP1AR	0	0	0	17.08	0	0	0	0	0	0	0	0	0	0	0
DNAAF1	0	0	0	17.07	0	0	0	0	0	0	0	0	0	0	0
GTF2H3	0	0	0	17.03	0	0	0	0	0	0	0	0	0	0	0
ZFYVE27	0	0	0	17.03	0	5.33	0	0	0	0	0	0	0	0	0
AP3S2	0	0	0	0	0	44.38	0	0	38.15	0	0	0	0	0	0
GEMIN7	0	0	0	13.42	0	0	0	0	0	0	0	18.02	0	0	0
CLDN5	0	0	0	16.86	172.42	10.55	0	12.2	0	0	11.37	0	0	18.07	0
SPATA24	0	0	0	16.55	0	0	0	0	0	0	0	0	0	0	0
ZDHHC13	0	0	0	16.52	0	0	0	3.99	0	0	3.71	0	0	2.95	0
TCP10L	0	0	0	16.36	0	0	0	0	0	0	0	0	0	0	0
DNAL4	0	0	0	16.25	0	0	0	0	0	0	0	0	0	0	0
BEX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPTE2	0	0	0	15.97	0	0	0	0	0	0	0	0	0	0	0
C4orf33	0	0	0	0	0	0	0	0	0	0	0	0	7.82	0	0
ZCRB1	0	0	0	15.87	0	0	0	0	0	0	0	0	0	8.51	0
C10orf88	0	0	0	15.85	0	0	0	0	0	0	0	0	0	0	0
MED21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM170A	0	0	0	15.76	0	0	0	0	0	0	0	0	0	0	0
ACSBG2	0	0	0	15.75	0	3.29	0	0	0	0	0	0	0	0	0
LHFPL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNMB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANGEL1	0	0	0	15.55	0	0	0	0	0	0	0	0	0	0	0
DCAF12	0	0	0	15.45	0	0	0	0	0	0	0	0	0	0	0
SLC52A3	0	0	0	15.36	0	0	0	0	0	0	0	0	0	0	0
TTC9	0	0	0	0	11.69	0	0	0	0	0	0	0	0	17.16	0
RNF167	0	0	0	15.29	0	12.76	0	0	0	0	0	0	0	0	0
DGKE	0	0	0	15.26	0	0	0	0	0	0	0	0	0	6.54	0
CDK15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTYH1	0	0	0	3.98	0	0	0	0	0	0	0	0	0	0	0
RFPL4AL1	0	0	0	0	0	0	0	0	0	0	0	0	5.69	0	0
TMEM98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BIRC5	0	0	0	0	0	0	0	0	0	0	0	15.99	0	0	0
CYLC2	0	0	0	14.98	0	0	0	0	0	0	0	0	0	0	0
PORCN	0	0	0	14.92	0	14.01	0	0	0	0	0	0	0	0	0
C7orf49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN16	0	0	0	14.86	0	0	0	0	0	0	0	0	0	0	0
EID2	0	0	0	0	0	9.7	0	0	8.34	0	10.45	0	0	0	0
ZBTB43	0	0	0	14.83	0	0	0	0	0	0	0	0	0	0	0
LAT2	0	0	0	14.7	0	0	0	0	0	0	0	0	0	0	0
R3HCC1	0	0	0	14.66	0	0	0	0	0	0	0	0	0	0	0
RHBDD3	0	0	0	14.46	0	0	0	0	0	0	0	0	0	0	0
TMEM191C	0	0	0	14.44	0	0	0	0	0	0	0	0	0	0	0
GPR56	0	0	0	10.04	0	0	0	3.63	0	0	0	0	0	0	4.02
PEX12	0	0	0	14.35	0	0	0	0	0	0	0	0	0	5.13	0
TCEAL8	0	0	0	14.33	0	17.94	0	0	0	0	0	0	0	0	0
SLC7A4	0	0	0	14.29	0	0	0	0	0	0	0	0	0	0	0
DSTYK	0	0	0	0	0	4.64	0	0	0	0	0	0	0	1.99	2.97
KBTBD8	0	0	0	14.18	4.14	3.55	0	0	6.1	0	0	3.81	0	0	0
MTMR11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM26	0	0	0	14.05	0	0	0	0	0	0	0	0	0	0	0
TCP11	0	0	0	13.9	0	0	0	0	0	0	0	0	0	0	0
RFXAP	0	0	0	13.82	0	0	0	10.01	0	0	0	0	0	0	0
SKA2	0	0	0	13.75	0	0	0	0	0	0	0	0	12.93	14.74	0
LY86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCE1	0	0	0	5.45	0	0	0	15.77	0	0	0	0	0	0	0
PMS2P11	0	0	0	13.67	0	0	0	0	0	0	0	0	0	7.32	0
SUN5	0	0	0	13.59	0	0	0	0	0	0	0	0	0	0	0
STC1	0	0	0	0	0	0	0	10.23	0	0	0	0	0	0	0
FSTL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METTL9	0	0	0	0	0	13.37	0	7.73	5.75	0	0	0	0	0	0
PRSS54	0	0	0	13.36	0	0	0	0	0	0	0	0	0	0	0
NR0B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR22	0	0	0	13.31	6.48	0	0	0	0	0	0	0	0	0	0
TEX19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D22B	0	0	0	13.21	0	0	0	0	0	0	0	0	0	0	0
SUPT20HL1	0	0	0	13.09	0	0	0	0	2.35	0	0	0	0	0	0
CANT1	0	0	0	13.06	0	0	6.2	25.2	0	0	11.74	17.53	0	13.99	6.97
ERC2-IT1	0	0	0	13.04	0	0	0	18.87	0	0	0	0	0	13.97	0
SMCR8	0	0	0	13.01	0	4.65	0	0	0	0	0	0	0	0	0
C1orf95	0	0	0	13	0	0	0	0	0	0	52.61	17.46	85.59	41.81	0
AMIGO2	0	0	0	0	0	0	4.8	0	0	0	0	0	0	0	0
NANOS2	0	0	0	12.9	0	0	0	0	0	0	0	0	0	0	0
ADORA3	0	0	0	12.87	0	0	0	0	0	0	0	0	0	0	0
RBFA	0	0	0	0	0	0	0	7.36	0	0	0	0	0	0	0
UBXN2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCL4	0	0	0	10.14	0	0	0	0	0	0	0	0	9.53	0	0
RIMS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORAOV1	0	0	0	12.71	0	0	18.09	0	0	0	0	0	0	0	0
SNRNP35	0	0	0	6.63	0	0	0	0	0	0	0	0	0	7.1	0
FAM216A	0	0	0	12.68	0	0	9.02	0	6.82	0	0	0	0	0	0
LRRC34	0	0	0	12.62	0	0	0	0	0	0	0	0	0	0	0
UPK1B	0	0	0	0	0	0	0	0	0	11.63	0	0	30.95	0	0
CERKL	0	0	0	12.47	0	0	0	0	0	0	0	0	2.93	3.34	0
IMMP2L	0	0	0	9.9	0	0	0	0	0	0	0	0	0	0	0
CA12	0	0	0	0	0	12.38	0	0	159.68	43.71	53.36	26.56	4.65	0	0
C21orf88	0	0	0	12.42	0	0	0	0	0	0	0	0	0	0	0
CD160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HES3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CABP4	0	0	0	0	0	0	0	0	0	0	0	0	0	6.87	0
TMEM120B	0	0	0	0	0	0	0	7.02	0	0	0	0	0	0	0
SPICE1	0	0	0	12.16	0	2.54	0	0	0	0	0	0	0	0	3.25
LRRC58	0	0	0	0	0	36.11	6.84	6.96	0	0	6.48	0	9.04	5.15	0
ARL5B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADM	0	0	0	0	0	0	0	0	0	33.78	0	0	0	0	0
FAM84A	0	0	0	12.01	0	0	0	0	0	0	8.1	0	0	0	0
CST8	0	0	0	11.99	0	0	0	0	0	0	0	0	0	0	0
DUSP13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLCN2	0	0	0	11.88	0	0	0	0	0	0	2.67	0	0	0	0
FSIP1	0	0	0	11.81	0	0	0	0	0	5.22	0	0	0	0	0
TSGA13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PACRG	0	0	0	11.71	0	0	0	0	0	0	0	0	0	0	0
GGN	0	0	0	11.7	0	0	0	0	0	0	0	0	0	0	0
C1orf105	0	0	0	0	0	0	13.1	0	0	0	0	0	0	0	0
SYP	0	0	0	11.53	0	43.3	8.21	0	0	0	7.78	15.48	0	6.18	0
WWC2-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCO5A	0	0	0	11.42	0	0	0	0	0	0	0	0	0	0	0
C15orf26	0	0	0	11.38	0	0	0	0	0	0	0	0	0	0	0
FBXL15	0	0	0	0	0	0	0	0	0	0	0	7.94	0	0	0
NEK2	0	0	0	11.31	0	0	0	0	0	0	0	0	0	0	0
CCDC173	0	0	0	2.94	0	0	4.18	0	0	0	0	0	2.76	0	0
UBE2W	0	0	0	11.26	0	0	0	16.3	0	0	0	0	0	24.14	0
ATP4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC39A	0	0	0	11.19	0	0	0	0	0	0	7.54	0	0	6	0
BIRC2	0	0	0	11.17	0	0	0	4.04	0	0	0	0	0	2.99	0
ST6GALNAC1	0	0	0	0	0	0	0	0	0	0	38.38	34.39	0	3.05	0
TAF12	0	0	0	10.89	0	0	0	0	0	0	0	0	0	0	0
DAOA	0	0	0	10.78	0	0	0	0	0	0	0	0	0	0	0
PKMYT1	0	0	0	10.74	0	0	0	0	0	0	0	0	0	0	0
APOBEC3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1J2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAP25	0	0	0	0	0	0	0	12.12	0	0	11.29	33.71	0	8.97	0
STARD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF800	0	0	0	10.38	0	0	0	3.75	0	0	0	0	0	0	0
HOXD13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLK4	0	0	0	10.27	0	0	2.44	0	1.84	0	0	0	0	0	0
TOB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HES6	0	0	0	0	0	0	0	0	0	0	10.91	0	0	0	0
C5orf47	0	0	0	10.16	0	0	0	0	0	0	0	0	0	0	0
FAM9C	0	0	0	10.16	0	0	0	0	0	0	0	0	0	0	0
JMJD8	0	0	0	0	0	0	0	0	0	0	0	0	0	5.67	0
B9D2	0	0	0	10.13	0	0	0	0	0	0	0	0	0	0	0
C17orf51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHML	0	0	0	2.63	0	0	0	0	0	0	0	0	0	0	0
REG3A	0	0	0	10.06	0	0	0	1471	0	0	0	0	0	21.57	0
KXD1	0	0	0	9.92	0	0	0	0	0	0	0	0	9.33	0	0
GINS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCAF17	0	0	0	9.96	0	0	0	0	0	0	0	0	0	0	0
MEX3B	0	0	0	9.95	0	0	0	0	0	0	0	0	0	0	0
TMEM59L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLLN	0	0	0	9.78	0	0	0	0	0	0	0	0	0	0	0
TMEM247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAC1	0	0	0	9.75	0	0	0	0	0	0	0	0	0	0	0
SOX15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNCK	0	0	0	0	0	0	0	0	0	0	0	0	0	5.43	0
DCAF10	0	0	0	9.66	0	0	0	0	0	0	0	0	0	0	0
FAM110B	0	0	0	9.58	0	0	0	0	0	0	0	0	0	5.14	0
ISL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKX	0	0	0	9.54	0	0	0	0	0	0	0	0	0	0	0
METTL21D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM225	0	0	0	0	0	0	10.76	0	0	0	0	0	0	0	0
ZMAT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC11	0	0	0	9.47	0	0	0	0	0	0	0	0	0	0	0
ANKRD46	0	0	0	7.52	0	18.81	0	0	0	0	0	0	0	0	0
CERS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM42	0	0	0	9.43	0	0	0	0	0	0	0	0	0	0	0
C6orf223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATC1	0	0	0	9.38	0	0	0	0	0	0	0	0	0	0	0
C6orf89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC96	0	0	0	9.34	0	7.79	0	0	0	0	0	0	0	0	0
NSG1	0	0	0	9.33	0	0	0	0	0	0	0	0	0	0	0
CCDC155	0	0	0	9.32	0	0	0	0	0	0	0	0	0	0	0
LRRC36	0	0	0	9.31	0	0	0	0	0	0	0	0	0	0	0
C17orf47	0	0	0	9.28	0	0	0	0	0	0	0	4.15	0	0	0
Tex35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIT1	0	0	0	9.24	0	0	0	0	0	0	0	0	0	0	0
TSEN2	0	0	0	3.66	0	0	0	0	0	0	0	0	0	0	0
TMEM8A	0	0	0	9.21	0	0	0	0	0	0	0	0	0	0	18.44
CDC7	0	0	0	9.16	0	0	0	0	0	0	0	0	0	0	0
SNAPC1	0	0	0	9.08	0	0	0	0	0	0	0	0	0	0	0
ITGB1BP1	0	0	0	8.96	0	0	0	12.97	0	0	0	0	0	9.6	0
NRSN2	0	0	0	8.88	0	0	0	12.85	0	0	0	0	0	0	0
PTTG1	0	0	0	8.86	0	0	0	0	0	0	0	0	0	0	0
MSC	0	0	0	8.84	0	0	0	0	0	0	0	11.87	0	9.48	0
FAM187B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARRDC2	0	0	0	8.79	0	0	0	0	4.73	0	0	0	16.54	0	0
LRRC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf53	0	0	0	8.73	0	0	0	0	0	0	0	0	0	0	0
MIIP	0	0	0	0	6.66	0	0	0	0	0	0	0	4.28	0	0
NME8	0	0	0	8.7	0	0	0	0	0	0	0	0	0	0	0
CHP2	0	0	0	8.69	0	0	0	0	0	0	0	0	0	9.32	0
TBX1	0	0	0	0	0	0	0	0	0	0	6.1	0	0	0	0
GAN	0	0	0	8.66	0	0	0	4.18	0	5.1	7.78	0	0	6.18	0
FOXC1	0	0	0	0	0	0	0	0	0	0	4.63	0	0	0	0
PTGER3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNB2	0	0	0	8.62	0	0	0	0	0	0	0	0	0	0	0
SOX21	0	0	0	0	0	0	0	0	0	12.07	0	0	0	0	0
METTL2A	0	0	0	0	0	0	0	6.49	0	0	0	0	0	0	0
GEMIN8	0	0	0	0	0	0	0	0	7.33	0	0	0	0	0	0
TEX13A	0	0	0	8.56	0	0	6.09	0	0	0	0	0	4.03	0	0
CYB5D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEM1C	0	0	0	8.53	0	0	8.09	0	0	0	0	11.45	13.36	9.14	0
