	Heart	Liver	Ovary	Testis	lung	Adrenal	Gallbladder	Pancreas	Kidney	esophagus	colon	Rectum	urinary_bladder	prostate	placenta
TRIAP1	0	0	0	0	0	0	0	169.74	0	0	0	0	0	0	0
C9orf3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT7	0	44.09	380.77	576.63	0	236.49	93.59	71.36	568.47	167.7	332.32	291.2	39.54	191.64	902.43
UROC1	0	2080.89	0	0	0	0	87.13	0	0	0	0	0	0	0	0
SLC37A4	0	934.11	40.39	41.59	0	26.65	0	128.67	134.87	0	0	0	17.82	43.19	42.82
MX2	0	0	0	11.74	17.05	0	15.88	72.67	0	0	15.38	14.83	20.13	12.2	0
IL8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1CA	0	1203.57	1522.31	1387.76	1193.77	1021.07	1147.1	1113.15	1633.49	2662.67	1615.73	973.38	2158.71	1014.25	3651.54
HDAC11	0	0	0	24.6	0	0	0	0	0	0	0	0	0	0	0
CYP3A43	0	319.54	0	0	0	0	0	0	0	0	0	0	0	0	0
MARC1	0	319.42	0	0	0	65.9	104.32	79.54	33.35	46.73	67.35	32.46	0	26.7	158.82
CFL1	0	6224.94	7943.74	6304.62	6882.75	6344.06	17407.53	9349.84	8448.54	2462.45	19450.25	13946.02	10093.19	9145.3	28218.51
LCP1	0	3146.11	1225.32	1220.68	5455.18	1371.12	2819.82	2524.82	1423.31	1745.14	2838.41	3238.13	1481.25	2336.11	1977.03
PTMS	0	2477.29	1380.27	1839.44	1456.44	642.96	1696.37	646.7	867.66	1671.77	766.6	844.49	1504.97	1476.22	1893.91
ANXA6	0	6751.98	8019.92	4713.88	7395.99	6806.93	6891.54	4972.77	6856.4	8545.31	7372.51	6657.24	8494.66	5806.25	10099.43
ACTA2	0	1601.12	2384.44	2593.15	3997.41	3205.88	13129.77	14980.8	2530.27	7007.78	7784.96	18600.56	190795.42	10367.57	13089.84
ANXA4	0	6111.28	2895.87	2847.8	7097.77	2134.84	10283.87	18785.15	7353.33	4932.26	3307.79	2950.96	1657.99	3320.38	10677.4
RPS28	0	2702.71	477.57	983.58	1784.71	1260.61	2660.77	4945.01	1435.36	1117.41	3703.87	2173.15	843.06	2298.43	2025.42
VCL	0	2128.59	6745.15	7607.99	8477.81	4161.8	12523.44	6312.18	4626.35	7034.82	14687.38	15297.68	16325.93	16635.94	3447.61
HACL1	0	318.07	44.07	438.69	21.96	0	0	46.8	0	0	0	0	0	0	0
RDH10	0	266.11	0	0	0	0	34.24	78.31	32.83	0	0	0	21.7	52.58	208.49
TMOD1	0	317.96	623.04	665.36	241.46	304.56	128.57	514.63	154.12	777.48	1213.86	870.04	794.34	1233.97	0
GJB1	0	316.48	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB4	0	1514.55	1046.39	1204.33	736.09	487.43	1371.76	1372.75	1562.22	1036.94	1079.3	1680.55	1032.27	789.97	783.15
P4HA2	0	15.13	76.86	126.63	45.96	0	64.23	97.95	0	0	41.47	0	54.27	49.32	293.36
SCARB2	0	1120.13	1120.82	870.1	1288.81	1092.41	504.38	1126.23	667.99	387.32	581.46	381.12	502.26	663.92	1352.94
PPP1R14B	0	0	117.67	302.95	0	0	81.95	187.46	0	110.13	79.36	0	155.8	188.78	249.53
PEX11G	0	311.33	175.73	180.96	0	139.16	0	0	46.95	0	0	0	0	0	0
MLYCD	0	1021.85	153.18	333.01	0	516.66	0	244.02	613.86	0	229.57	22.13	60.09	91.02	36.09
WISP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-DRB1	0	308.01	281.65	386.72	4397.37	1197.8	871.8	598.23	668.86	175.74	844.22	854.43	331.47	702.87	0
NACA2	0	0	0	0	0	53.2	0	0	53.85	0	0	0	0	0	0
SLC31A1	0	305.81	88.77	91.42	0	58.58	61.82	141.42	0	0	59.87	115.42	0	47.47	94.12
C1orf168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.19
TMEM258	0	304.46	206.22	318.55	0	0	287.24	164.26	0	0	0	134.06	182.02	220.56	0
ACTR1A	0	302.7	1296.12	1108.5	656.78	869.82	611.98	1049.87	1203.16	945.78	1214.87	1028.21	1066.47	1127.77	1490.72
GPX8	0	0	352.8	242.21	58.6	0	109.2	124.89	0	73.38	0	0	34.6	41.93	997.53
COX7B	0	301.73	0	0	0	269.74	142.34	162.79	546.02	0	275.67	132.86	180.4	218.58	433.4
VTN	0	1510.03	2896.05	3053.32	4870.27	0	3913.8	2663.72	5042.97	2775.01	2162.39	1210.26	1262.9	2747.06	3399.63
ACADVL	0	6754.33	1489.54	1232.6	1968.17	7775.98	1722.78	2690.65	7710.26	3136.7	2475.52	1452.45	1573.01	1351.27	5640.48
GALNT3	0	0	77.36	106.21	38.55	0	0	246.46	0	0	173.9	117.34	0	96.52	0
IGHG2	0	3362.08	4980.48	4189	10641.32	10152.62	10532.96	6937.05	14490.29	14691.75	3306.13	7729.68	14200.94	5187.24	4589.53
CDA	0	227.71	0	0	0	0	241.69	92.14	0	0	0	225.6	0	61.86	0
C1orf210	0	0	0	0	0	0	0	124.03	0	0	0	101.22	0	83.27	0
PIK3AP1	0	295.59	10.36	10.66	0	0	43.27	296.95	0	0	0	0	9.14	0	21.96
MPZL2	0	0	0	0	114.31	0	53.26	60.91	0	143.14	0	0	33.75	122.68	0
C14orf159	0	291.24	577.72	696.5	147.44	483.53	137.39	359.15	752.91	501.14	589.18	476.32	522.37	512.39	29.88
NID1	0	290.52	1105.17	1413.78	4443.1	1494.88	4455.58	1913.65	2448.28	1721.78	3462.82	3462.77	4416.97	3560.66	2722.06
ST6GAL1	0	1067.59	0	0	0	0	0	0	0	0	0	26.12	0	85.93	0
ABCA6	0	289.99	40.64	5.23	0	13.41	28.3	8.09	0	9.51	0	0	22.42	0	0
MRPL49	0	287.96	243.81	200.86	72.89	193.08	0	233.04	586.24	182.55	394.63	380.39	43.04	104.3	413.62
NUDT5	0	1401.33	461.76	951.04	977.87	3809.06	857.58	1287.29	1233.66	864.35	934.25	900.53	271.72	946.57	1060.8
FAM98B	0	123.87	906.17	803.56	263.39	199.33	210.36	601.48	201.75	0	305.56	392.71	155.52	323.05	266.89
CD46	0	0	21.4	44.07	63.98	169.46	29.81	102.27	85.76	40.06	144.32	139.11	0	22.89	181.51
ANGPTL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RARA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF706	0	0	0	0	0	0	0	526.46	0	0	0	0	0	0	0
GTF2H2C	0	20.73	210.6	130.12	0	0	0	100.65	0	0	0	54.76	18.59	0	0
TFR2	0	280.29	0	0	0	0	0	0	0	0	0	0	0	0	0
FMO3	0	5463.91	0	0	69.93	20.58	0	99.37	83.32	0	0	20.27	0	0	0
RNH1	0	1696.27	1798.37	1813.36	3304.35	1557.64	1669.95	1909.9	2252.15	2314.31	2501.49	1851.02	2463.71	1562.75	1867.07
RNASE6	0	160.75	54.44	168.18	0	215.55	227.49	86.72	1381.71	0	0	141.56	0	0	0
SMIM15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNNT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221.04
AKR1A1	0	6096.75	2585.26	2003.3	1645.31	1722.95	1176.56	3751.39	9847.41	2395.65	2347.73	1564.12	1400.78	1998.45	2931.1
TMSB10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YWHAG	0	2116.04	2017.63	2554.59	3114.92	5675.1	4284.59	3161.43	3623.03	4271.99	3346.01	2666.2	2627.54	2476.26	3436.85
STOM	0	6998.05	2802.75	3524.25	6262.45	2453.12	4931.24	3148.88	2837.52	2043.3	3183.5	2800.09	3046.78	3186.9	4942.43
HBM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1271.08
PSMA3	0	1879.53	1514.54	1593.56	1082.78	1825.11	1100.65	1101.44	1627.31	1047.71	666.14	1198.58	639.35	809.91	1815.3
HINT1	0	4539.53	2509.6	1816.03	2230.59	2327.52	1228.18	756.35	2627.52	1396.57	2653.11	4585.58	2454.6	3409.46	575.33
TUBA1B	0	4592.99	8213.13	4940.12	5580.6	6824.24	3691.98	5620.03	6757.27	4961.51	3701.08	4999.33	3937.75	3134.31	6847.86
UBA1	0	2494.07	3812.94	3411.16	2030.53	3113.82	1493.71	2454.94	2971.14	2111.43	1917.9	1920.97	1374.26	2038.99	1448.67
CENPV	0	276.92	1250.45	1577.43	46.73	0	130.63	796.79	41.76	0	168.66	162.58	110.37	267.47	0
HPX	0	4671.5	7101.36	5018.29	12294.37	3610.36	6257.8	2857.01	10236.27	12614.43	7037.24	4592.81	8570.66	5134.37	1843.95
HN1L	0	275.55	46.66	240.25	0	0	129.98	1114.96	62.33	0	0	242.66	0	499.04	494.73
MRPS25	0	274.82	93.07	191.69	0	122.84	64.82	296.54	124.33	0	125.54	181.52	164.31	199.09	690.8
ETNK1	0	36.16	36.73	18.91	0	0	0	0	0	0	0	0	0	0	0
BAIAP2	0	272.48	0	110.87	114.95	0	64.27	24.5	0	115.16	41.49	0	0	49.35	97.84
PNPLA6	0	86	137.31	141.4	27.99	98.85	34.77	59.65	25.01	0	8.42	8.11	55.09	106.8	26.47
ARPC2	0	1315.01	1745.07	1488.18	3179.23	3850.65	1936.95	868.73	2403.93	1122.86	2206.68	2162.48	1275.57	1399.78	3353.62
CCT6B	0	15.94	275.24	616.89	0	0	22.55	206.33	0	0	0	0	157.2	0	343.33
CYP8B1	0	2142.1	0	0	0	0	0	0	43.07	0	0	0	0	0	0
GNB2	0	1283.45	2833.69	2143.39	2324.14	1456.28	2479.98	1198.44	1942.89	1736.78	2063.28	1923.6	464.82	2145.61	691.31
ABCC3	0	266.61	0	5.69	0	649.36	7.7	70.45	14.77	10.35	52.2	21.56	9.76	11.82	0
NUP35	0	0	376.89	526.73	160.97	71.06	112.49	428.85	35.96	0	145.25	140	47.52	115.17	399.61
RPS20	0	2687.07	2380.09	2162.64	1046.43	1201.09	2242.63	3791.53	561.06	1965.51	1699.58	2275.33	988.62	1647.12	3117.36
PYGM	0	265.72	318.18	317.73	14.41	25.45	120.87	30.72	0	5215.88	507.2	388.61	476.59	515.6	0
F13A1	0	265.57	1810.08	1771.38	3882.21	2077.39	3946.27	2650.66	1516.84	1304.76	1834.9	2645.69	2768.66	1190.4	8749.64
IDO1	0	0	0	0	30.87	0	0	0	0	0	0	107.41	18.23	22.09	43.8
DMGDH	0	3112.2	0	9.96	0	38.29	444.48	0	2505.92	0	0	0	0	0	0
ABHD6	0	264.42	0	100.6	36.51	193.4	0	0	228.37	0	65.88	0	0	0	0
SPTAN1	0	4196.69	4944.94	4387.53	8459.14	6487.41	3226.19	4213.85	4746.49	1699.73	2875.62	3901.09	1347.46	2656.66	1506.99
EVA1A	0	263.71	0	0	80.1	0	0	170.73	71.58	0	0	0	0	0	227.27
SLC38A2	0	263.13	16.71	17.21	0	0	0	26.62	0	0	0	0	0	0	0
MANBA	0	18.26	0	0	0	61.23	0	59.12	0	0	12.51	0	0	29.77	0
FMO4	0	261.83	0	0	0	0	0	0	59.23	0	0	0	0	0	0
CYB561	0	0	33.97	0	0	1031.16	0	216.45	0	0	0	0	0	108.99	0
SEC14L2	0	2815.39	20.29	0	0	0	56.52	32.32	0	0	0	0	0	564.13	0
INA	0	16.63	0	17.4	0	1316.06	47.08	592.31	0	0	569.9	329.6	1700.61	632.64	931.82
CYP2C9	0	5118.1	0	0	0	0	0	0	0	0	0	0	0	0	0
CHST12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MT-ND1	0	258.37	52.5	27.03	0	311.83	0	0	140.27	147.41	0	102.39	46.34	0	0
DAG1	0	122.93	422.72	237.44	143.61	126.8	281.02	397.92	38.5	17.98	518.34	487.14	381.6	441.83	81.49
RPE	0	0	112.66	193.36	56.14	99.13	0	239.3	300.99	70.3	101.31	244.13	99.44	522.14	477.82
PQBP1	0	30.24	153.61	253.09	0	40.55	42.79	146.82	0	0	0	79.88	0	32.86	0
AGFG2	0	18.82	38.24	137.82	0	0	0	60.92	0	0	77.37	49.72	0	40.9	0
SLC38A3	0	231.29	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT83	0	255.02	0	0	309.86	159.59	0	0	115.37	129.33	186.39	22.46	0	0	0
SLC25A16	0	254.36	0	0	0	34.11	36	41.17	34.52	0	0	0	0	27.64	0
BCAP31	0	2139.55	4247.31	4718.23	2899.57	3751.87	2096.22	3942.42	1652.94	813.81	2841.88	2217.53	1889.23	2825.68	2411.25
ALOX15B	0	0	0	0	73.79	0	0	0	0	46.2	0	0	0	303.57	0
POSTN	0	177.73	642.06	413.24	7408.32	238.34	1271.61	3643.79	683.46	694.81	2354.51	2973.87	584.43	2596.56	957.33
G6PC	0	250.35	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF10A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.63
ALG3	0	128.67	18.68	19.23	27.92	98.6	0	59.5	0	0	50.38	0	32.97	19.97	39.6
PALLD	0	67.32	683.94	819.56	548.37	590.85	2277.68	841.9	282.39	709.94	3471.99	3184.99	4401.41	3132.06	263.7
RPL37	0	249.52	253.52	174.04	0	0	117.71	403.85	0	0	0	109.87	0	90.38	0
SRXN1	0	0	65.65	135.22	0	173.3	0	0	0	0	0	0	57.95	140.43	0
LAMB2	0	249.18	1509.44	1485.54	7069.04	1513.07	4870.3	738.11	1665.39	2145.91	3099.06	3521.29	7509.11	4168.75	1853.68
CD82	0	248.81	252.79	65.08	566.82	0	44.01	100.68	0	59.15	127.86	0	195.24	168.98	134.02
PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRPF6	0	137.87	674.15	622.1	235.58	358.22	85.36	418.41	23.39	49.16	153.52	136.6	54.1	252.82	185.66
HSD3B7	0	247.11	0	0	0	210.87	0	0	0	0	0	0	0	0	0
HLA-DMA	0	0	0	0	47.93	84.64	0	0	0	0	0	0	0	0	0
CPA3	0	75.73	480.86	772.49	690.06	76.16	1580.7	766.03	128.47	3708.42	1790.14	2425.74	2733.4	1686.87	0
FHOD1	0	0	118.36	45.71	154.81	19.53	41.21	47.14	9.88	27.69	9.98	9.62	0	15.82	47.06
SLC22A18	0	246.55	41.75	21.5	0	0	29.08	0	195.19	0	84.47	27.14	0	66.98	0
GBAS	0	245.76	1081.99	1257.08	995.33	2123.77	463.72	0	815.32	934.76	972.95	937.83	857.08	830.82	882.48
MRPS17	0	190.61	451.87	199.43	96.5	255.6	0	205.67	517.38	0	348.28	167.86	113.96	69.04	136.89
LGALS2	0	0	0	0	0	0	623.3	3360.62	768.55	0	431.13	166.23	0	0	0
DDT	0	6668.34	368.21	530.86	1210.93	1263.55	923.18	821.2	2557.7	551.39	794.65	861.71	1105.03	1732.76	156.16
PHB	0	6584.89	2135.89	2717.05	3615.39	9990.91	2800.04	2451.81	8769.24	5350.33	2584.37	2409.41	1885.27	2116.39	6793.95
ATP5C1	0	3490.54	1475.32	1753	1569.21	2284.18	1264.58	1717.46	4813.19	1433.89	2334.36	2545.19	1477.51	1304.78	2647.21
ATIC	0	1283.35	1651.62	2476.63	887.94	688.37	645.76	2331.02	735.42	867.81	1543.78	1299.7	1048.61	1472.02	1198.18
PSMA4	0	1968.78	1968.56	1896.42	1281.49	2011.49	574.93	1669.14	2078.26	1782.99	1199.14	1114.58	1121.02	1528.12	2827.87
ACY3	0	183.02	0	0	0	0	37	380.85	2271.03	0	0	0	0	0	0
SULT1A2	0	241.69	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A9	0	148.21	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1A1	0	0	0	0	0	0	0	0	0	0	126.35	0	82.68	0	0
SCD	0	44.38	45.09	0	0	119.02	0	35.92	0	126.6	0	0	0	24.11	0
SUSD2	0	30.64	51.89	32.06	1101.42	136.97	187.91	512.49	235.66	19.43	83.99	80.95	9.16	155.39	0
TAPBPL	0	55.08	111.93	96.05	27.89	73.86	25.98	89.15	0	0	0	24.25	32.93	79.81	118.68
INHBE	0	238.94	24.28	50	0	256.33	67.63	77.35	64.86	0	0	0	0	0	0
RPS10P5	0	0	0	0	0	0	0	1334.16	0	0	0	0	451.76	0	1677.33
HAO2	0	237.23	0	0	0	0	0	0	998.12	0	0	0	0	0	0
SMARCA5	0	52.91	430.04	514.02	172.19	364.87	53.48	171.27	0	14.37	62.15	139.78	47.45	82.13	162.85
CAMK1G	0	0	0	0	0	0	0	0	23.56	0	0	0	0	0	0
CMTM6	0	0	45.85	47.21	68.53	0	63.86	0	61.24	0	0	0	0	0	0
CCT3	0	2176.61	2737.27	3567.31	878.46	1612.46	1723.26	2143.31	1384.09	1650.02	1564.45	1568.3	1419.62	1339.73	1311.77
UGT2B10	0	1030.94	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAD6	0	0	0	0	0	0	0	0	0	0	0	22.75	0	0	0
FAM151A	0	14.39	0	0	0	0	0	0	1054.66	0	0	0	0	0	0
VPS35	0	1105.18	1122.88	1040.7	1083.42	1455.07	668.27	845.6	1227.24	1184.68	977.59	849.4	901.02	1015.34	1861.63
TK2	0	148.59	452.9	279.84	90.27	557.9	84.11	96.2	161.33	0	0	117.77	79.95	96.88	0
CYP4F12	0	229.32	0	0	0	0	0	0	0	0	20.95	20.19	0	0	0
MAPK13	0	0	133.45	137.42	0	58.71	0	177.16	0	83.27	60	86.75	0	47.58	0
ZNF577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK32C	0	0	0	17.53	0	0	0	0	0	0	0	22.13	15.03	0	0
DUSP3	0	2114.73	1142.87	1129.84	1025.05	1327.39	1082.48	1383.67	2320.53	2310.41	2959.73	1723.63	2259.64	3080.23	1841.89
AIFM2	0	227.35	92.4	0	0	335.36	0	36.8	0	0	62.31	0	61.17	24.71	0
LAIR1	0	0	29.8	0	44.55	0	0	0	0	0	0	0	26.31	0	0
CYSTM1	0	0	88.06	272.04	131.63	116.22	0	280.56	352.89	0	356.32	114.49	0	94.18	0
NEU4	0	0	0	0	0	23.96	0	0	0	0	0	0	0	0	0
PPP5C	0	210.59	543.13	999.98	147.62	586.51	458.5	498.16	285.81	184.85	377.39	556.36	348.66	563.29	279.21
XDH	0	918.72	0	0	0	16.88	8.91	0	0	11.97	8.62	0	0	0	13.56
BLOC1S5	0	42.64	0	133.84	0	0	0	207.04	57.87	0	58.43	56.32	114.72	0	91.87
TMEM176B	0	221.98	32.22	0	0	0	0	0	0	0	43.46	0	0	34.46	0
NAGS	0	221.81	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC43A1	0	194.84	30.46	0	0	0	0	218.32	0	0	0	0	0	0	0
LCE1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAFAH2	0	104.62	85.03	131.35	31.78	0	0	67.73	85.19	0	0	27.64	0	45.47	90.16
QIL1	0	140.81	143.07	73.66	213.86	94.41	0	341.86	191.11	0	192.97	186	63.14	153.01	0
PPP2R1A	0	1495.47	1920.77	1653.25	1285.63	1475.65	519.11	1644.09	1589.26	1958.68	1508.07	1248.63	1404.39	1502.39	972.69
CASP8	0	49.9	0	34.81	25.26	44.61	0	134.62	0	0	68.39	21.97	0	0	0
LAMP3	0	0	0	0	31.56	0	0	0	0	0	0	0	0	0	0
GPAM	0	216.12	9.98	10.28	0	65.86	13.9	15.9	0	0	0	0	0	0	0
MYL9	0	2648.88	8546.06	5786.05	6281.63	5982.42	17164.95	2106.04	4856.51	11047.56	28849.62	20994.34	13127.8	23582.51	600.75
BAAT	0	3960.27	0	0	0	0	112.65	0	0	0	0	0	0	0	0
LSM2	0	1190.54	432	800.77	1420.7	570.17	1323.8	1514.01	1154.15	970.37	932.31	1123.32	381.31	1201.28	1465.74
PEX16	0	214.67	48.47	149.74	0	63.97	0	38.61	64.75	0	32.69	0	0	25.92	0
IYD	0	0	0	0	0	0	0	0	224.91	0	0	0	0	0	0
IFI27	0	0	83.08	0	124.19	0	0	0	0	0	0	0	0	0	0
C10orf11	0	40.83	0	0	0	273.74	57.78	0	0	0	0	53.93	0	88.73	0
FBXO6	0	0	27.59	85.23	41.24	109.23	0	43.95	0	0	0	0	24.35	88.52	0
RBM4	0	137.13	417.99	358.7	34.71	275.83	226.41	110.98	124.08	0	125.29	181.15	40.99	149.01	49.24
IGHG1	0	15490.06	24553.58	19090.57	47052.07	37402.73	42000.97	15488.77	53995.43	55812.55	22137.23	28282.37	42704.22	25733.49	25126.61
PFN1	0	12669.58	7337.94	6595.95	17197.26	6730.15	23733.27	21397.68	10466.68	15365.1	33467.24	31046.49	33537.28	24608.21	13186.97
PRDX1	0	18169.44	11431.92	9723.18	14620.51	10897.04	12443.79	12343.19	28109.81	16405.71	7481.38	11560.16	13080.3	10868.08	23883.06
P4HB	0	17519.26	3048.59	2936.86	6174.22	14839.83	4200.67	13577.21	5823.9	7271.16	3935.15	2898.11	3110.42	3242.98	18560.11
ENO1	0	14630.83	14349.14	10423.31	9345.3	12625.63	14126.13	12298.66	29719.34	28716.81	12983.27	11301.88	14347.15	10676.81	16245.3
PSMA1	0	3023.92	2660.59	3000.78	2509.4	2591.84	2073.53	1866.9	2030.89	830.03	2905.11	2223.73	1453.77	2100.28	3761.31
SDHB	0	3000.42	1479.84	1462.97	884.85	2031.27	700.82	895.82	4309.41	664.81	1716.6	962	914.34	917.97	1318.01
PGAM1	0	6269.7	13065.24	10643.06	4955.49	9008.01	5839.77	6109.34	9377.59	8212.86	9556.58	7183.39	7917.62	8029.52	6891.98
GCHFR	0	3990.35	193.06	99.41	865.78	127.4	3226.92	1691.51	2063.14	0	260.4	251	85.2	619.44	204.7
SUMO2	0	0	2411.2	3281.14	2059.63	1250.22	1439.36	1783.36	1035.29	161.19	1393.83	1007.64	912.12	1381.5	1460.89
PSME1	0	6094.91	2314.05	2987.12	4433.54	3613.37	1316.52	3063.28	3831.27	4209.52	3033.32	2796.71	1467.16	2928.06	3248.37
PHB2	0	6143.34	2755.36	2750.58	2563.76	6568.16	2193.08	2373.83	5220.51	2894.57	2882.18	2376.04	1762	1894.43	6975.75
C2orf72	0	211.6	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPING1	0	1637.17	2478.11	1538.15	4490.92	1948.97	4113.69	1649.37	3559.7	1969.83	1488.11	794.44	1782.82	1906.09	359.93
RAB30	0	0	121.8	83.62	0	160.75	0	0	0	0	0	0	0	0	0
ZNF768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT1	0	2986.55	809.17	874.94	393.11	1521.85	422.65	676.74	3918.26	719.45	900.43	1630.65	1303.46	735.6	643.46
RAB7L1	0	119.38	121.29	41.63	120.87	106.72	0	257.62	486.06	0	54.53	0	35.69	129.72	0
TSPAN6	0	0	67.93	69.95	0	0	0	54.11	0	0	45.81	0	0	72.65	0
ISG15	0	206.04	52.33	53.89	78.23	0	145.79	83.37	0	0	141.18	0	184.77	167.92	332.93
FCGR2A	0	105.3	0	0	119.94	0	74.51	127.82	0	0	36.08	104.32	47.22	57.21	0
TUSC1	0	0	0	82.43	0	52.82	0	0	0	0	0	0	0	42.81	84.87
AQP9	0	205.2	0	0	0	0	0	0	0	0	0	0	0	0	0
FASTK	0	0	0	15.78	0	0	0	0	0	0	0	0	0	0	0
S100A3	0	0	0	0	119.47	0	0	0	0	0	0	0	0	0	0
NR5A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H2BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	996
CLEC4M	0	203.17	0	0	0	0	28.75	0	0	0	0	0	0	0	0
NPC1	0	12.96	52.68	81.37	49.22	590.98	0	20.98	0	12.33	0	0	0	0	27.93
RAB38	0	0	0	0	0	156.32	0	0	0	147.8	0	0	0	0	167.44
COX7A1	0	202.1	205.34	105.73	153.48	135.51	143.01	327.11	411.45	192.18	276.97	0	271.87	109.81	0
NCF2	0	46.25	0	0	93.66	0	109.09	49.91	0	0	21.13	61.1	13.83	117.27	0
POLDIP3	0	99.96	345.3	648.42	60.73	26.81	56.58	453	0	38.02	54.79	105.63	17.93	217.24	86.14
TM9SF1	0	200.71	40.78	56	20.32	35.89	56.81	86.63	36.32	0	36.67	17.68	12	43.62	115.31
GYG2	0	200.36	0	0	0	0	0	0	0	0	0	0	0	0	35.97
IAH1	0	200.31	712.31	838.32	202.82	581.99	0	216.14	453.1	63.49	549.02	220.5	359.27	544.16	431.57
PPP2CA	0	1113.1	2182.96	2518.83	1611.93	1666.2	1831.69	1424.52	1510.71	1427.69	1738.27	1778.11	1439.31	1743.99	1673.18
PLA2G12B	0	170.16	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC1	0	30.27	15.38	26.39	38.31	20.3	42.84	24.5	0	0	13.83	13.33	0	0	76.09
XRCC5	0	1503.99	3339.14	2739.23	2250.4	1807.66	1292.83	2794.89	1028.18	1461.94	1496.21	1501.07	1079.02	1537.45	2280.28
GLUD2	0	134.98	198.1	1129.84	0	0	21.23	72.82	40.71	0	0	0	0	0	32.31
GP1BB	0	42.43	0	0	515.48	0	0	0	57.58	0	0	0	0	0	731.25
PDZK1IP1	0	0	0	0	0	0	0	0	920.48	0	0	0	0	0	0
HK3	0	195.4	0	0	127.19	24.95	79.01	45.18	0	0	76.51	61.46	16.69	50.55	0
CFH	0	934	1837.35	1885.15	2555.4	1820.97	5493.41	1082.86	1168.74	1297.59	1888.2	1461.29	2566.3	1166.09	313.98
CHCHD5	0	0	0	77.78	0	0	105.2	120.31	0	0	0	0	0	80.78	0
RPL36AL	0	1034.52	600.62	773.14	673.38	297.27	418.3	956.8	501.45	140.53	303.8	683.28	66.27	240.89	318.42
PAGE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TDO2	0	192.47	0	0	0	0	0	0	0	0	0	0	0	0	0
GHDC	0	192.21	113.92	234.63	48.66	365.15	0	129.63	260.87	0	21.95	63.48	43.09	104.43	0
CTNNB1	0	1196.23	1631.47	1713.9	1538.57	881.54	640.56	2895.49	833.71	2643.94	1713.19	1266.99	502.56	1264.75	1439.59
NUBPL	0	189.24	164.8	226.28	82.12	217.51	0	175.02	256.83	0	222.29	214.26	121.22	205.63	58.25
ACSM2B	0	3297.29	0	0	0	0	0	0	5175.55	0	0	0	0	0	0
RAB33B	0	179.13	109.2	149.94	0	0	0	115.97	0	0	0	0	0	38.93	0
TMBIM1	0	186.37	108.2	195	768.3	428.43	188.39	172.37	180.67	151.9	109.46	105.51	119.38	115.72	57.36
LAP3	0	6036.96	2050.1	2505.95	4260.51	2441.81	2066.21	2203.79	5209.94	1497.55	1596.19	2015.31	1427.04	1533.05	2898.26
AHCY	0	6005.38	3609.92	3313.39	1202.43	1191.12	710.51	2250.26	7652.6	2019.82	2011.17	1657.99	1645.12	2790.73	1872.17
CYP2A6	0	6001.16	0	0	0	0	0	0	0	0	0	0	0	0	0
NFE2L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDLIM3	0	0	524.96	663.46	356.7	0	1761.55	342.11	31.87	2679.93	2735.76	3443.62	2169.38	3700.48	50.6
CTHRC1	0	0	0	0	160.09	0	99.45	227.47	0	0	0	0	94.53	0	75.7
RAB20	0	70.13	35.63	220.12	106.51	564.25	0	170.26	0	0	0	46.32	0	76.21	0
SAMD9L	0	4.99	0	5.22	0	6.7	0	8.08	0	0	6.84	19.79	0	0	0
FIP1L1	0	69.25	267.37	362.28	0	55.72	39.2	201.75	18.8	0	37.96	91.48	0	60.2	29.84
SLC38A4	0	181.96	0	0	0	0	0	0	0	0	0	0	0	0	0
GALNT11	0	0	0	13.99	0	0	0	0	18.14	0	0	0	0	0	0
