Protein	Description	Gene	H13_1	H13_2	H16_1	H16_2	H19_1	H19_2	H22_1	H22_2	H25_1	H25_2	H28_1	H28_2	H31_1	H31_2	H34_1	H34_2	H37_1	H37_2
Q5NDL2	EGF domain-specific O-linked N-acetylglucosamine transferase	EOGT	19972.9375	21177.16015625	33505.17578125	24094.01171875	30759.548828125	19429.1640625	23450.56640625	25304.5	33015.5	30131.251953125	25244.90234375	20835.22265625	29745.791015625	22346.310546875	30979.59375	27108.75	27672.78515625	23279.62890625
Q5QJE6	Deoxynucleotidyltransferase terminal-interacting protein 2	DNTTIP2	28840.0859375	18391.416015625	22418.30859375	62620.56640625	77986.34375	24192.109375	71811.8203125	29165.962890625	97286.71875	22266.294921875	19767.603515625	17213.798828125	22777.962890625	22372.671875	19596.083984375	16370.1953125	16970.00390625	36012.0546875
Q5QPA5	39S ribosomal protein S18a, mitochondrial (Fragment)	MRPS18A	98622.8515625	76968.546875	101878.390625	94908.625	99164.546875	109780.109375	98492.75	95552.8046875	67579.4375	135138.640625	81348.703125	104722.28125	75425.2578125	85937.7734375	127079.578125	94768.671875	99418.4375	85323.921875
Q5RKV6	Exosome complex component MTR3	EXOSC6	63470.4375	50517.8671875	64225.0234375	52117.9765625	56239.44140625	53039.640625	66764.421875	61369.48828125	64370.66796875	54172.453125	45419.63671875	45656.06640625	66730.1953125	40979.52734375	45675.70703125	44234.78125	28638.208984375	24892.01171875
Q5SNT2	Transmembrane protein 201	TMEM201	21967.48828125	20456.287109375	27293.0234375	25134.41796875	19444.267578125	24081.05078125	22138.41015625	23496.677734375	25695.37109375	25917.9921875	22883.318359375	30127.59375	25151.572265625	21307.490234375	29208.6171875	30204.365234375	34738.4453125	27419.07421875
Q5SRE5	Nucleoporin NUP188 homolog	NUP188	27274.111328125	24971.234375	27773.375	25393.1328125	26904.244140625	34037.984375	26064.876953125	32111.64453125	29405.240234375	29951.43359375	23627.27734375	25285.23046875	27519.576171875	29204.794921875	29165.791015625	23005.888671875	21580.703125	13675.9765625
Q5SRI9	Glycoprotein endo-alpha-1,2-mannosidase	MANEA	13522.044921875	19198.7890625	23329.220703125	14527.6376953125	24775.435546875	20468.41015625	20252.818359375	18611.482421875	21652.205078125	13286.1533203125	18425.337890625	16605.9296875	18585.85546875	16353.662109375	14967.447265625	15395.61328125	16276.21875	0
Q5SSJ5	Heterochromatin protein 1-binding protein 3	HP1BP3	284447.28125	308018.46875	277020.28125	314120.375	308142.5625	336191.46875	261256.78125	293320.90625	245627.375	283997.6875	282655.34375	216446.390625	259966.484375	177906.0625	265044.125	230277.640625	268020.03125	241792.3125
Q5SWX3	Calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma, isoform CRA_n	CAMK2G	30436.0546875	35451.375	38815.421875	39825.703125	38979.44140625	40461.26171875	57883.02734375	65307.546875	49711.0625	49394.44140625	47383.546875	69117.7578125	49080.1015625	71632.71875	56405.7109375	49578.32421875	51041.60546875	61418.01171875
Q5SWX8	Protein odr-4 homolog	ODR4	26468.83984375	25081.2890625	35917.71484375	33215.0546875	39613.76171875	30599.9609375	31920.205078125	32860.41796875	32096.3203125	44314.71875	36406.5390625	45040.0234375	40546.91796875	33732.109375	38439.4921875	46788.34375	44916.28515625	37126.12109375
Q5SXM7	DNL-type zinc finger protein	DNLZ	25149.04296875	22227.263671875	26168.54296875	18236.3125	22183.015625	30310.060546875	21614.96875	23686.9609375	24960.83203125	19869.388671875	21354.45703125	21042.93359375	19195.771484375	0	24111.5	17865.75390625	17969.66796875	16129.0595703125
Q5SY16	Polynucleotide 5-hydroxyl-kinase NOL9	NOL9	37219.25390625	29370.734375	32179.865234375	33271.1328125	29342.77734375	40358.71484375	32426.873046875	37290.78515625	32135.50390625	36223.53125	35216.65625	32338.205078125	36155.5234375	43930.44140625	42797.21875	31483.38671875	33290.24609375	32515.076171875
Q5T0B9	Zinc finger protein 362	ZNF362	0	16789.990234375	7672.1171875	3937.92724609375	4692.220703125	6768.662109375	3792.72900390625	6278.8251953125	0	0	0	0	0	0	0	0	0	0
Q5T0D9	Tumor protein p63-regulated gene 1-like protein	TPRG1L	27654.568359375	22021.0390625	21777.625	23231.41015625	21534.443359375	18154.708984375	24888.978515625	31495.59765625	31140.201171875	33628.4453125	26253.8828125	27023.5859375	31969.44921875	42691.30859375	32786.0546875	27356.58203125	22105.61328125	22330.68359375
Q5T160	Probable arginine--tRNA ligase, mitochondrial	RARS2	44255.31640625	57684.4921875	60633.5546875	46646.66796875	42038.50390625	67659.234375	70387.8359375	86615.359375	79321.359375	86924.8125	58685.453125	48351.25390625	54963.05078125	109117.2265625	69688.8359375	82422.2734375	85199.0078125	92755.859375
Q5T1C6	Acyl-coenzyme A thioesterase THEM4	THEM4	6226.76806640625	11876.40625	9316.46484375	15368.255859375	8468.6650390625	8399.044921875	8318.6513671875	9806.73046875	8102.88818359375	9170.50390625	7269.93505859375	6819.5732421875	8944.193359375	9950.912109375	10170.6484375	11386.7548828125	7128.3642578125	8746.7451171875
Q5T1M5	FK506-binding protein 15	FKBP15	12100.810546875	13577.7509765625	21300.548828125	13563.86328125	12763.83984375	11959.25	16256.3359375	15373.1220703125	17023.029296875	12065.724609375	14328.4599609375	13718.2734375	15549.478515625	16785.552734375	19856.515625	15553.6171875	16375.6513671875	16977.427734375
Q5T200	Zinc finger CCCH domain-containing protein 13	ZC3H13	15144.2880859375	14782.96875	13182.32421875	13122.1943359375	11704.5361328125	12884.5859375	13805.66796875	16121.80078125	9572.1689453125	9209.560546875	7964.06640625	4463.07861328125	8300.3876953125	5802.21484375	6444.6884765625	5653.21630859375	0	1601.80529785156
Q5T266	Palmitoyltransferase (Fragment)	ZDHHC12	31117.658203125	18201.4296875	23875.984375	24735.9921875	21245.787109375	25443.251953125	34447.3671875	35398.16015625	35237.23046875	27475.1796875	19062.9609375	28620.98046875	21994.037109375	36790.15234375	21549.89453125	11438.9375	24061.369140625	15752.66796875
Q5T280	Putative methyltransferase C9orf114	SPOUT1	31899.263671875	18209.244140625	23016.177734375	23509.494140625	25181.3046875	34978.40625	31588.4375	24937.5078125	20950.873046875	19483.755859375	25548.1171875	19449.2734375	21507.033203125	18387.04296875	28490.578125	22220.302734375	0	18673.939453125
Q5T3F8	CSC1-like protein 2	TMEM63B	23747.55859375	17893.759765625	23743.576171875	19541.49609375	23097.58984375	26757.638671875	27469.74609375	29491.74609375	28638.39453125	23718.5234375	22855.84765625	24591.15234375	34304.328125	28055.375	28752.939453125	26958.236328125	27547.03515625	34180.74609375
Q5T440	Putative transferase CAF17, mitochondrial	IBA57	32987.31640625	35480.08203125	37159.4609375	30304.01171875	38841.44921875	38536.17578125	30655.609375	32828.59765625	29487.591796875	36959.875	34093.30859375	32459.21484375	31278.443359375	32246.501953125	37120.9375	30924.015625	30111.6171875	31407.16015625
Q5T447	E3 ubiquitin-protein ligase HECTD3	HECTD3	8487.4921875	9488.07421875	9237.8935546875	11248.255859375	13897.7431640625	12210.2353515625	10920.6494140625	15485.265625	5401.6474609375	10582.5625	11205.177734375	15764.521484375	4655.6337890625	13054.4541015625	14530.1787109375	11577.0166015625	16194.27734375	7140.115234375
Q5T4B2	Inactive glycosyltransferase 25 family member 3	CERCAM	26830.49609375	27590.88671875	33171.2109375	25660.6640625	23188.767578125	30668.96875	24072.267578125	24740.64453125	28951.822265625	34184.65625	34185.76953125	25139.6875	32499.625	26656.32421875	42742.23046875	37986.640625	63072.68359375	45355.27734375
Q5T4F4	Protrudin	ZFYVE27	15694.08984375	15052.560546875	12251.140625	15767.8115234375	7270.3974609375	12041.0576171875	9732.7890625	10139.5849609375	12090.3310546875	0	10849.6630859375	9503.3349609375	8039.3310546875	16618.25390625	12563.859375	0	0	0
Q5T4S7	E3 ubiquitin-protein ligase UBR4	UBR4	19145.498046875	34224.82421875	41073.8515625	34159.875	36441.515625	17777.53125	35965.82421875	43371.8671875	18953.28515625	18302.57421875	17926.244140625	20222.478515625	40455.07421875	42759.3515625	49271.26953125	39221.6171875	20757.11328125	20432.474609375
Q5T6F2	Ubiquitin-associated protein 2	UBAP2	21386.822265625	13561.783203125	16394.70703125	20496.896484375	23589.20703125	22796.025390625	20686.576171875	29168.39453125	25362.80078125	18177.396484375	1421.55859375	0	6134.52392578125	27718.314453125	11673.1005859375	0	0	0
Q5T6U8	High mobility group AT-hook 1	HMGA1	1068983	2322503	1222885.375	1002780.5625	1960912.25	794054	1242977.875	1343419	1248538.75	619747.9375	1870628.5	1249944	1198093.75	768425.375	772782.5	654588.25	1568303.375	638186.25
Q5T6V5	Queuosine salvage protein	C9orf64	13061.3583984375	18895.142578125	10246.3544921875	10448.2978515625	13538.8564453125	11539.0966796875	12178.376953125	10384.802734375	9408.8388671875	8463.251953125	13337.3134765625	13358.947265625	8382.32421875	12163.916015625	12557.6015625	8032.466796875	5904.66796875	14365.015625
Q5T6X4	Protein FAM162B	FAM162B	26068.16796875	28563.89453125	32796.3046875	32126.419921875	29895.876953125	46785.98828125	38015.9609375	42451.140625	39317.71875	41058.32421875	41777.859375	44263.3984375	30924.15234375	25140.591796875	31683.611328125	32979.71875	19806.1953125	20845.26171875
Q5T7V8	RAB6-interacting golgin	GORAB	14941.7451171875	15795.044921875	20468.228515625	18502.400390625	15701.955078125	17403.537109375	15385.1328125	20559.595703125	19981	21812.0625	18106.673828125	15955.140625	20195.5	17826.06640625	21331.107421875	23620.830078125	16566.43359375	16683.271484375
Q5T7W0	Zinc finger protein 618	ZNF618	49926.87890625	6694.224609375	10073.8232421875	17655.18359375	5429.2001953125	11070.6962890625	7449.34716796875	18989.537109375	1535.38208007813	0	3759.3662109375	0	0	0	0	0	0	0
Q5T8V1	Carnosine N-methyltransferase (Fragment)	CARNMT1	21624.078125	17679.9609375	29958.267578125	4783.609375	16397.861328125	17773.3984375	19947.744140625	24940.09375	22745.087890625	0	19172.9765625	24947.75	17190.3515625	15973.212890625	19667.6015625	0	13772.9326171875	11955.923828125
Q5T9A4	ATPase family AAA domain-containing protein 3B	ATAD3B	244872.890625	221909.984375	261840.0625	280697.6875	263766.9375	276353.78125	248122.953125	283730.6875	252104	301206.3125	252418.6875	292704.5	219034.40625	216540.609375	264142.28125	257427.0625	214100.71875	199548.4375
Q5T9C2	Protein FAM102A	FAM102A	2828.70336914063	3589.21630859375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5T9L3	Protein wntless homolog	WLS	46617.21875	46115.6640625	36422.51953125	44793.46484375	41554.4296875	43591.01953125	44904.046875	51865.453125	52698.17578125	52843.4765625	57581.5234375	47682.4453125	45570.12109375	48925.15234375	43582.04296875	42428.69921875	55379.765625	32371.44140625
Q5TA45	Integrator complex subunit 11	INTS11	23248.869140625	24454.337890625	48267.3125	23768.078125	15635.056640625	277154.03125	46981.79296875	29049.46484375	28814.115234375	29765.861328125	29997.166015625	37322.49609375	14258.810546875	24661.494140625	38349.59765625	35524.71484375	68503.453125	9110.1591796875
Q5TBP9	Protein LSM14 homolog B (Fragment)	LSM14B	28023.955078125	23207.998046875	15683.9716796875	24180.982421875	15891.3505859375	0	27565.27734375	29827.056640625	27847.669921875	18713.03515625	9865.96875	12698.9169921875	0	24840.576171875	13106.7783203125	0	0	0
Q5TCZ1	SH3 and PX domain-containing protein 2A	SH3PXD2A	50155.8359375	72247.25	79937.7734375	52471.21875	43639.86328125	58847.89453125	44904.046875	80464.2109375	58069.046875	45877.69140625	80182.140625	84262.203125	71039.1171875	85078.6875	113411.578125	69375.84375	164016.015625	142110.53125
Q5TDE9	Chromosome 1 open reading frame 57, isoform CRA_d	C1orf57	41815.5234375	43241.19921875	50561.5	40742.12109375	40591.84765625	42263.13671875	36302.9140625	49817.59375	35369.07421875	41965.09375	37610.16015625	37089.765625	44369.26953125	37265.11328125	51752.03125	50279.5390625	37373.32421875	47566.6796875
Q5TDG3	WD repeat domain 3, isoform CRA_b	WDR3	32725.169921875	26264.8203125	28528.2890625	32236.083984375	33142.2890625	30401.6171875	22467.857421875	28779.009765625	30525.228515625	31100.171875	26890.103515625	32024.501953125	25714.93359375	26218.330078125	22247.755859375	26311.51953125	23363.958984375	22142.240234375
Q5TDH0	Protein DDI1 homolog 2	DDI2	12058.564453125	9582.337890625	10751.30859375	6763.6669921875	5565.36181640625	12305.408203125	8235.603515625	8662.646484375	8614.76171875	0	7878.56591796875	4912.8447265625	6351.50244140625	0	0	0	0	7646.40576171875
Q5TEU4	Arginine-hydroxylase NDUFAF5, mitochondrial	NDUFAF5	14057.552734375	18277.59765625	19054.82421875	14225.4658203125	16217.5166015625	21321.537109375	20054.71484375	15246.7529296875	16800.673828125	16127.8974609375	19110.728515625	18110.31640625	16601.05078125	14725.3515625	17263.794921875	19993.80859375	19744.044921875	22428.1171875
Q5TFE4	5-nucleotidase domain-containing protein 1	NT5DC1	14297.4453125	18352.30078125	8049.25732421875	14857.779296875	16386.89453125	12857.66796875	12566.8017578125	21258.80078125	12496.7060546875	14258.9462890625	15065.73828125	10031.3701171875	14013.123046875	21659.859375	20726.08984375	23151.26953125	24288.84765625	26725.484375
Q5TGE2	HCG2044780, isoform CRA_b	TMEM189	102411.28125	78588.421875	93077.5625	74169.703125	90098.125	96843.4921875	101229.25	123436.0625	99954.46875	110842.4765625	106091.9765625	172398.109375	123486.34375	154593.234375	135233.1875	140275.203125	163238.609375	144079.578125
Q5TGY3	AT-hook DNA-binding motif-containing protein 1	AHDC1	9535.19921875	7439.509765625	0	0	0	4139.998046875	0	4668.7109375	34263.765625	0	23526.4296875	61137.4296875	0	7827.158203125	0	0	0	0
Q5TH69	Brefeldin A-inhibited guanine nucleotide-exchange protein 3	ARFGEF3	3845.58911132813	4325.19775390625	3875.33471679688	2235.89453125	1600.96154785156	1469.24755859375	1998.60949707031	1209.5888671875	704.905456542969	990.096496582031	1006.03076171875	0	315.513854980469	2222.01928710938	0	0	0	0
Q5THJ4	Vacuolar protein sorting-associated protein 13D	VPS13D	10653.189453125	8577.4091796875	3037.57250976563	5249.3134765625	4322.83984375	3408.88232421875	2349.90893554688	5222.9462890625	3096.71606445313	4659.99462890625	2031.13500976563	1680.72265625	3089.96459960938	2711.51293945313	1601.77807617188	3297.73583984375	1275.29345703125	0
Q5THR1	Probable ATP-dependent RNA helicase DHX35	DHX35	13525.888671875	8737.744140625	9116.51171875	9763.5498046875	10470.416015625	13009.3359375	9633.669921875	8838.431640625	8484.9189453125	8009.78466796875	7666.9873046875	6554.25830078125	6225.8916015625	0	6293.916015625	0	0	0
Q5TZA2	Rootletin	CROCC	277573.25	255324.453125	405769.9375	307922.78125	517296.15625	440619.96875	462611.84375	318039.03125	745044.9375	314017.5	455046.375	490400.34375	337730.65625	404077.4375	417560.21875	545014.9375	614629.3125	540936.8125
Q5TZT0	Three prime repair exonuclease 1	TREX1	26228.205078125	32400.34765625	26386.921875	36643.19921875	28947.529296875	29026.494140625	25202.76953125	31707.28515625	26671.767578125	26528.568359375	24472.79296875	24888.16796875	16274.521484375	30853.91015625	26660.158203125	28284.498046875	15465.232421875	26163.38671875
Q5U000	Cathepsin Z		57857.15234375	72133.6875	95452.25	54723.26171875	55422.84375	63958.90625	41802.203125	68802.421875	67387.5390625	59194.26953125	104913.5390625	93248.1875	80985.4140625	45811.1328125	149515	131940.5625	202796.828125	202577
Q5U0B9	Stem cell growth factor lymphocyte secreted C-type lectin		15560.8154296875	12826.60546875	17723.4140625	47810.8671875	5434.50146484375	10066.0498046875	22370.806640625	20085.55859375	24915.15625	11278.447265625	16627.244140625	17911.04296875	17702.3828125	29618.0703125	18979.0703125	29621.439453125	16506.431640625	12524.529296875
Q5U3C3	Transmembrane protein 164	TMEM164	9367.8310546875	8349.501953125	10786.5419921875	6655.470703125	0	7224.77294921875	10750.306640625	7329.537109375	0	0	9521.0625	0	0	0	0	0	6860.919921875	4178.0517578125
Q5U5X0	Complex III assembly factor LYRM7	LYRM7	23267.802734375	22689.025390625	27922.458984375	25143.134765625	23997.177734375	26164.6640625	25802.73828125	28767.97265625	26460.3203125	28280.560546875	23881.046875	29464.095703125	34433.546875	26320.88671875	30250.982421875	38325.296875	21540.431640625	21552.3671875
Q5UIP0	Telomere-associated protein RIF1	RIF1	11562.9287109375	9253.9970703125	9955.640625	16855.474609375	14284.302734375	16079.35546875	16979.62109375	14976.6611328125	13195.4072265625	14860.5400390625	8987.017578125	20807.537109375	34062.734375	12577.1279296875	32469.71484375	8797.25390625	46913.82421875	27319.728515625
Q5VIR6	Vacuolar protein sorting-associated protein 53 homolog	VPS53	25508.60546875	18996.58984375	20427.9375	16962.599609375	20843.693359375	20723.1171875	18006.86328125	20398.486328125	15436.9658203125	22204.4453125	21350.166015625	23490.95703125	23124.5859375	17627.10546875	31945.447265625	19451.16015625	20218.283203125	23187.654296875
Q5VSQ6	Procollagen-proline, 2-oxoglutarate 4-dioxygenase (Proline 4-hydroxylase), alpha polypeptide I variant (Fragment)	P4HA1	274326.5	305210.3125	321688.59375	251937.921875	325970.9375	276840.125	279017.71875	284983.4375	324385.96875	308433.8125	400810.875	333492.96875	460292.3125	444356.21875	578384.375	518235.6875	813057.9375	554004.4375
Q5VT52	Regulation of nuclear pre-mRNA domain-containing protein 2	RPRD2	8269.8232421875	7324.642578125	7833.57373046875	8955.9111328125	7460.4541015625	6085.376953125	8760.2265625	6611.13818359375	6955.97216796875	8061.55224609375	6206.7353515625	5323.119140625	6465.6240234375	6289.5966796875	3567.11474609375	9356.0810546875	4961.4873046875	8941.7421875
Q5VTE6	Protein angel homolog 2	ANGEL2	14118.8583984375	5332.33251953125	88125.609375	25473.1015625	3646.2373046875	24251.443359375	3060.32641601563	0	3216.36328125	2747.68408203125	3799.90625	3789.8056640625	0	0	3993.099609375	8295.1220703125	3105.33862304688	2624.31518554688
Q5VTL8	Pre-mRNA-splicing factor 38B	PRPF38B	42306.29296875	44169.7109375	35732.2734375	39060.32421875	38051.28125	41654.8046875	30670.59765625	36635.56640625	32835.52734375	36572.0078125	38793.01953125	38412.28515625	34657.55078125	27991.98828125	37366.484375	30437.701171875	22038.27734375	29689.669921875
Q5VTQ0	Tetratricopeptide repeat protein 39B	TTC39B	20984.71875	9970.498046875	12593.4794921875	10172.359375	13104.3642578125	8270.712890625	11314.2822265625	13651.4345703125	12232.3388671875	10049.9658203125	8157.34521484375	11546.4150390625	6028.58203125	8410.44921875	9106.126953125	9838.6748046875	8545.9697265625	7203.03564453125
Q5VTR2	E3 ubiquitin-protein ligase BRE1A	RNF20	9031.9736328125	8139.65966796875	11171.7353515625	8237.15234375	13641.0078125	12992.4462890625	21533.66015625	32337.86328125	10041.9580078125	9030.228515625	52514.98828125	9166.125	43116.3046875	7641.203125	9961.05078125	7535.779296875	6742.79541015625	6449.92578125
Q5VUA4	Zinc finger protein 318	ZNF318	20480.439453125	5679.6494140625	7281.2314453125	9005.4892578125	7634.98095703125	5702.84912109375	7315.9873046875	6643.77294921875	7136.513671875	7449.294921875	0	6198.82470703125	4600.81396484375	6203.51416015625	0	3060.5771484375	0	0
Q5VUB5	Protein FAM171A1	FAM171A1	3797.4697265625	3756.61499023438	13212.189453125	0	4050.71801757813	5844.86865234375	2997.06494140625	5376.46533203125	7348.06640625	3841.29125976563	5168.03173828125	6373.84033203125	5227.19970703125	5017.86767578125	0	7294.67333984375	5790.56494140625	4733.4697265625
Q5VUJ6	Leucine-rich repeat and calponin homology domain-containing protein 2	LRCH2	2454.1953125	3090.80517578125	9857.6240234375	3274.7666015625	3747.9384765625	3812.71313476563	2066.947265625	1041.79125976563	1687.25988769531	3411.31005859375	1543.13598632813	753.317199707031	2159.58544921875	2231.61865234375	2715.06103515625	3038.421875	2642.84716796875	1916.0732421875
Q5VV42	Threonylcarbamoyladenosine tRNA methylthiotransferase	CDKAL1	35832.2578125	24264.4921875	44060.125	39738.5625	41187.203125	28731.185546875	42495.64453125	41804.8125	42179.2109375	40886.93359375	26826.765625	35435.859375	29892.85546875	49842.95703125	47342.65234375	19502.7421875	24148.59375	21185.326171875
Q5VW36	Focadhesin	FOCAD	27967.060546875	27973.048828125	33016.9140625	30261.06640625	29195.515625	31626.9765625	35059.578125	22356.8046875	37152.88671875	37310.62890625	45923.0625	21241.8828125	26278.5	33793.98046875	19576.984375	18659.109375	23358.666015625	17438.9453125
Q5VW52	Glycerol-3-phosphate acyltransferase 1, mitochondrial	GPAM	11844.9228515625	40545.51953125	99739.3125	59518.8515625	69223.5703125	12646.7314453125	11093.8994140625	62444.41796875	41688.5	51915.671875	54292.7421875	109256.5234375	47498.8359375	43150.83984375	12323.43359375	41018.80859375	14663.87890625	45404.24609375
Q5VWC8	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 4	HACD4	13928.4873046875	20560.681640625	14482.921875	16417.28125	13031.3203125	14884.947265625	13693.2490234375	13815.3193359375	12889.6103515625	40799.6015625	34880.55078125	23402.16015625	21302.6328125	17712.556640625	26622.556640625	32223.568359375	46832.30078125	26398.1171875
Q5VWQ8	Disabled homolog 2-interacting protein	DAB2IP	20921.703125	26365.650390625	37427.5390625	21050.16015625	18204.486328125	12631.1083984375	19804.681640625	18455.671875	15154.1982421875	11378.6787109375	29323.767578125	17264.681640625	31075.744140625	15318.4931640625	50419.48046875	17824.859375	32370.755859375	31185.658203125
Q5VWU8	Partitioning defective 3 homolog	PARD3	13231.962890625	15666.6591796875	14391.4462890625	24997.876953125	14989.806640625	11243.7490234375	11612.5517578125	12440.2802734375	17065.244140625	17208.658203125	18596.89453125	22794.447265625	24835.8984375	15718.8564453125	15639.5966796875	21819.328125	19989.546875	16010.427734375
Q5VWZ2	Lysophospholipase-like protein 1	LYPLAL1	11207.720703125	14239.3115234375	13764.8515625	11131.71875	9326.8369140625	16356.916015625	10055.361328125	14841.5576171875	11336.97265625	0	0	0	12744.53515625	12891.5341796875	14509.4609375	11305.6884765625	13048.8955078125	13879.3330078125
Q5VY60	HAUS augmin-like complex subunit 6	HAUS6	7002.3046875	4395.5859375	10563.212890625	13383.115234375	10245.607421875	5654.59814453125	16708.517578125	7076.05419921875	13107.6171875	28657.283203125	98654.984375	10504.2177734375	8151.15625	9778.296875	4219.845703125	0	117918.5546875	102868.84375
Q5VYB9	Low-density lipoprotein receptor-related protein 11	LRP11	0	2217.16772460938	1611.224609375	5155.13525390625	10014.7255859375	0	0	0	0	1353.06311035156	1554.99572753906	0	0	0	0	0	0	0
Q5VYS4	Mesenteric estrogen-dependent adipogenesis protein	MEDAG	8327.6083984375	8636.6904296875	6395.47607421875	8209.3291015625	12713.7626953125	5311.728515625	9719.7705078125	6266.1162109375	9978.6796875	10977.9560546875	0	0	0	8849.19140625	0	10015.1220703125	11069.2578125	12257.171875
Q5VZ89	DENN domain-containing protein 4C	DENND4C	8638.470703125	10545.4580078125	14931.8330078125	12128.7353515625	11181.009765625	9660.65234375	10861.69921875	9756.822265625	12729.2392578125	14657.92578125	9824.53125	11553.4248046875	10804.08203125	18764.9375	14807.6298828125	12043.4951171875	12962.2529296875	14282.900390625
Q5VZL5	Zinc finger MYM-type protein 4	ZMYM4	13521.837890625	10924.3154296875	0	10068.388671875	8344.0390625	12043.6591796875	8759.8115234375	3867.11938476563	9065.322265625	8964.51171875	3562.68969726563	7127.07958984375	2976.26928710938	3977.9150390625	0	5620.666015625	4511.23974609375	0
Q5W009	RNA binding motif protein 17, isoform CRA_a	RBM17	37528.83984375	40466.6953125	29679.17578125	35824.64453125	26291.591796875	21482.716796875	35179.07421875	38563.65234375	32504.41015625	28343.01953125	19549.30078125	22827.23046875	26839.505859375	35354.296875	18570.412109375	12773.119140625	7921.072265625	12483.125
Q5W0V3	Protein FAM160B1	FAM160B1	14296.423828125	15707.1962890625	14352.4765625	22573.775390625	11913.9990234375	14983.1484375	18965.0625	18168.232421875	16991.294921875	17059.53125	12463.4228515625	26505.53125	18773.109375	21810.3359375	17512.65625	9549.5302734375	15200.2314453125	13483.080078125
Q5W0Z9	Palmitoyltransferase ZDHHC20	ZDHHC20	8144.361328125	6724.36279296875	6219.69580078125	5415.234375	5601.06787109375	6621.775390625	7375.27392578125	8484.587890625	7398.38330078125	6647.4189453125	7814.5791015625	9951.263671875	5959.2119140625	9940.2578125	6058.896484375	6744.220703125	5215.095703125	5064.392578125
Q5XWD3	Leucine-rich repeat protein LRIG1	LRIG1	0	3140.63427734375	7593.49267578125	8107.14404296875	5848.45947265625	4521.43701171875	6324.357421875	6353.9892578125	4753.72216796875	0	3851.14501953125	0	0	9441.73828125	6973.95263671875	0	3251.72827148438	0
Q5ZEY3	Glyceraldehyde-3-phosphate dehydrogenase (Fragment)	GAPD	39851.4296875	62734.20703125	73031.140625	54120.31640625	56790.953125	65217.58203125	54719.26171875	63971.6328125	67030.7578125	45602.328125	61475.140625	43342.42578125	58595.10546875	43057.19921875	79419.9765625	66142.09375	92163.1796875	72415.34375
Q5ZEZ4	Alpha-actinin 1 (Fragment)	ACTN1	0	0	0	0	7948.4130859375	4182.306640625	0	0	0	0	0	5180.02783203125	0	6629.0556640625	0	0	5646.92041015625	0
Q63HK5	Teashirt homolog 3	TSHZ3	4127.384765625	2713.5751953125	2897.91235351563	4375.9091796875	6725.7275390625	3422.36450195313	6096.599609375	4249.7666015625	4983.94189453125	5981.326171875	0	6320.75830078125	6424.38134765625	0	0	0	0	0
Q63ZY3	KN motif and ankyrin repeat domain-containing protein 2	KANK2	48580.58203125	70449.4921875	53250.3046875	52418.359375	48505.609375	47710.59375	52153.42578125	55949.78125	48222.61328125	46812.1640625	54778.57421875	50473.8046875	54608.40234375	63538.58984375	55187.609375	46016.8046875	46403.56640625	46648.38671875
Q643R3	Lysophospholipid acyltransferase LPCAT4	LPCAT4	25095.2265625	23296.515625	27759.728515625	26003.833984375	26170.55859375	25085.595703125	26440.654296875	25128.439453125	25948.1875	22885.8359375	26545.19921875	28091.3515625	29683.41796875	27347.388671875	33448.16015625	31279.43359375	28550.37109375	34388.18359375
Q658S9	Uncharacterized protein DKFZp666I134 (Fragment)	DKFZp666I134	609528.75	617389.9375	697990.8125	579091.375	562697.4375	640717.8125	530032.3125	577678.3125	574434.875	561636.8125	729671.4375	587916.25	671740.75	587533.3125	766399.375	741777.3125	1164964.75	833648.375
Q658Y4	Protein FAM91A1	FAM91A1	12594.6640625	11795.96875	14207.2236328125	14799.9736328125	15474.53125	12917.1435546875	14995.9111328125	15123.80859375	16670.38671875	14867.490234375	14522.8896484375	16946.58203125	16275.8896484375	18125.31640625	29246.400390625	28784.16015625	19566.458984375	17845.15625
Q659A9	Uncharacterized protein DKFZp547I0910 (Fragment)	DKFZp547I0910	17850.037109375	13989.1611328125	19829.376953125	16609.634765625	17525.763671875	20311.583984375	20016.404296875	22681.0703125	18295.640625	20788.392578125	19740.810546875	23254.109375	18426.5	20185.978515625	27769.244140625	21691.248046875	26309.53515625	30514.912109375
Q66K74	Microtubule-associated protein 1S	MAP1S	48784.95703125	58992.5	73046.6953125	53018.578125	76058.4296875	57285.84375	58114.296875	63874.9765625	63499.65234375	77510.0390625	80370.9609375	79903.921875	67218.75	64692.97265625	74556.59375	48899.34375	50691.75	56415.5546875
Q68CP4	Heparan-alpha-glucosaminide N-acetyltransferase	HGSNAT	51305.9375	54138.8125	87812.9765625	9967.58984375	54347.421875	72676.921875	69538.0390625	68021.78125	51860.99609375	39284.65234375	64471.203125	65018.73828125	61088.6015625	78361.1328125	89313.2734375	83075.484375	94778.828125	104689.2109375
Q68CP9	AT-rich interactive domain-containing protein 2	ARID2	13587.265625	13364.6904296875	17331.53515625	5153.90673828125	8433.9677734375	18763.43359375	15846.63671875	14368.2099609375	6287.599609375	7172.5869140625	11624.34375	3013.5458984375	6094.00244140625	6273.9599609375	2889.49487304688	3041.28076171875	9420.1611328125	3438.80639648438
